image_id,class,mean,std,variance,min,max,median,skewness,kurtosis,entropy,energy,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,aspect_ratio,convex_area,equivalent_diameter,circularity,bbox_width,bbox_height,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM
ISIC_0024654.jpg,unknown,0.7292758822441101,0.1532846987247467,0.023496199399232864,0.2980392277240753,0.9960784316062927,0.7215686440467834,-0.02888801135122776,-1.1583772897720337,-1381.8553704130018,52455.16796875,94456.0,3897.1761158948584,0.48745089696096006,0.7978780916340046,0.6526810392482034,392.45388208435384,342.6712645801208,1.1452780628257004,118384.0,346.7926101252801,0.07815186559289186,402,360,0.2618110236220472,0.13674950787401574,0.9434088129129237,0.5036634487598566,0.9678450854629348,0.25367748831200787
ISIC_0024646.jpg,unknown,0.7347075343132019,0.1523677259683609,0.023215923458337784,0.3450980484485626,0.9960784316062927,0.7058823704719543,-0.05901286378502846,-1.1840900182724,-1859.644711765066,53039.578125,94207.0,5124.359882078932,0.686048519276922,0.5451793981481482,0.5451793981481482,657.0388472624734,478.03241831919263,1.3744650406193881,172800.0,346.33521015176245,0.04508310225385511,480,360,0.0,0.0,1.0,1.0,1.0,1.0
ISIC_0024468.jpg,unknown,0.7281619906425476,0.1558668166399002,0.02429446578025818,0.38823530077934265,0.9960784316062927,0.7372549176216125,-0.018103471025824547,-1.1982433795928955,-1552.7738852708362,51917.52734375,93627.0,6409.24231254159,0.7188259659094275,0.5418229166666667,0.5418229166666667,589.4787845526988,409.7997963552838,1.4384555331541427,172800.0,345.26743092119057,0.028641620736295132,480,360,0.22683932086614172,0.10171628937007873,0.9615369166859657,0.7228526653015401,0.9687610444068024,0.5225163380014263
ISIC_0010889.jpg,unknown,0.7488152384757996,0.14675280451774597,0.021536385640501976,0.4627451002597809,0.9960784316062927,0.7490196228027344,-0.01474387850612402,-1.2011587619781494,-1282.0142604879547,147081.390625,252604.0,6828.402558659802,0.7061706455252063,0.5000871080139373,0.5000871080139373,1151.921628003036,815.6085237282384,1.4123462353452028,505120.0,567.1202711579626,0.06807879413292771,820,616,0.0,0.0,1.0,1.0,1.0,1.0
ISIC_0024470.jpg,unknown,0.7450931668281555,0.14806103706359863,0.021922070533037186,0.43529412150382996,0.9960784316062927,0.7529411911964417,-0.057305414229631424,-1.1543649435043335,-1612.2077092277239,50590.8125,87666.0,2990.1992770232223,0.8347474921891483,0.7234839731951276,0.5259539236861052,542.7810463114033,298.87311821581153,1.8160918906044596,121172.0,334.0955221620798,0.12320853420640054,463,360,0.13988681102362205,0.07468011811023623,0.9691762679481242,0.48165695327329017,0.9886749274765794,0.2319941804800602
ISIC_0024707.jpg,unknown,0.7492790222167969,0.14601707458496094,0.02132098563015461,0.4313725531101227,0.9960784316062927,0.7490196228027344,-0.06187593936920166,-1.165152668952942,-1544.7142803893528,50176.82421875,86105.0,3366.4501064058045,0.3787247592617688,0.7235592679114636,0.6331622448379316,389.64588041552014,360.6209054682229,1.0804861129989451,119002.0,331.1076728187089,0.09547592411216674,382,356,0.11681840551181101,0.07603346456692914,0.9660096543538674,0.5016387284359184,0.9712578081508512,0.2516418169433018
ISIC_0010512.jpg,unknown,0.721180260181427,0.15926748514175415,0.025366131216287613,0.3490196168422699,0.9960784316062927,0.7137255072593689,-0.04057645425200462,-1.1472111940383911,-1739.7591519735886,150140.34375,275251.0,13959.865576249424,0.7825227193585078,0.5801230847050393,0.5449219987329743,1037.640839498857,646.0580471049809,1.606110850485616,474470.0,591.9970083774903,0.017749098385844056,820,616,0.22610113188976377,0.1323511318897638,0.9431473265979622,0.42842999923402203,0.9730412771681519,0.18356069417827314
ISIC_0024511.jpg,unknown,0.7597537636756897,0.1402081400156021,0.019658323377370834,0.46666666865348816,0.9960784316062927,0.7686274647712708,-0.049153536558151245,-1.1936376094818115,-2145.465514059061,50788.86328125,85090.0,2804.525178831027,0.7972702611926507,0.7938536749202321,0.6602265673494724,467.58171614632937,282.2428475962477,1.6566645359786458,107186.0,329.15034993375747,0.13594702271114603,358,360,0.12137057086614171,0.08390748031496062,0.9617621728809633,0.4862585440106182,0.9847514837795569,0.2364474470465054
ISIC_0024800.jpg,unknown,0.7158735990524292,0.15541549026966095,0.024153975769877434,0.37254902720451355,0.9960784316062927,0.7137255072593689,0.0502273328602314,-1.1632405519485474,-1845.560715443724,43183.60546875,80472.0,4787.335495461292,0.7441895154763614,0.5205410335526188,0.46569444444444447,601.5380711835926,401.8085047428435,1.497076503068484,154593.0,320.09394346648924,0.0441231928639977,480,360,0.14320866141732286,0.05887057086614174,0.9789941813339511,0.8484897007586865,0.9618320371962339,0.7199352585350682
ISIC_0024763.jpg,unknown,0.7886177897453308,0.13360123336315155,0.017849288880825043,0.47843137383461,0.9960784316062927,0.800000011920929,-0.2721269726753235,-1.0027421712875366,-1844.2072200921543,41257.3125,64488.0,2965.9261530640533,0.7878156457940759,0.6203632445744189,0.5268627450980392,491.8486763194101,302.93506930300975,1.6236108861580505,103952.0,286.5461075653989,0.092123006922128,340,360,0.27088459645669294,0.12318528543307085,0.9530166237262621,0.5601083965598168,0.9721391723983102,0.31372332272862796
ISIC_0024771.jpg,unknown,0.7295866012573242,0.15750639140605927,0.024808263406157494,0.3686274588108063,0.9960784316062927,0.7411764860153198,-0.029700012877583504,-1.226984977722168,-1654.8574289251976,48051.9765625,86253.0,6493.989570586704,0.6938278757065888,0.5132090964264039,0.49914930555555553,555.607016539853,400.11532267940805,1.3886171937110054,168066.0,331.39210982164616,0.025701643763908794,480,360,0.24830831692913394,0.12275467519685046,0.951060784796202,0.5837867203337066,0.9772150913860018,0.3408069760780637
